File name: 1064_1.txt, Given class: neg, Original Class: neg

File name: 11466_8.txt, Given class: neg, Original Class: pos

File name: 9115_10.txt, Given class: pos, Original Class: pos

File name: 3570_8.txt, Given class: neg, Original Class: pos

File name: 3830_10.txt, Given class: pos, Original Class: pos

File name: 8704_9.txt, Given class: neg, Original Class: pos

File name: 2722_10.txt, Given class: pos, Original Class: pos

File name: 2702_7.txt, Given class: pos, Original Class: pos

File name: 8822_10.txt, Given class: pos, Original Class: pos

File name: 7220_8.txt, Given class: neg, Original Class: pos

File name: 3823_10.txt, Given class: neg, Original Class: pos

File name: 1561_10.txt, Given class: pos, Original Class: pos

File name: 1892_10.txt, Given class: neg, Original Class: pos

File name: 7381_9.txt, Given class: neg, Original Class: pos

File name: 10336_7.txt, Given class: pos, Original Class: pos

File name: 435_7.txt, Given class: pos, Original Class: pos

File name: 11313_10.txt, Given class: neg, Original Class: pos

File name: 3803_10.txt, Given class: pos, Original Class: pos

File name: 6427_7.txt, Given class: pos, Original Class: pos

File name: 8696_9.txt, Given class: pos, Original Class: pos

File name: 12097_10.txt, Given class: neg, Original Class: pos

File name: 2717_8.txt, Given class: neg, Original Class: pos

File name: 11663_10.txt, Given class: pos, Original Class: pos

File name: 8407_10.txt, Given class: neg, Original Class: pos

File name: 11865_7.txt, Given class: neg, Original Class: pos

File name: 5405_7.txt, Given class: pos, Original Class: pos

File name: 11013_10.txt, Given class: pos, Original Class: pos

File name: 1662_7.txt, Given class: pos, Original Class: pos

File name: 106_9.txt, Given class: pos, Original Class: pos

File name: 8463_10.txt, Given class: pos, Original Class: pos

File name: 9118_10.txt, Given class: neg, Original Class: pos

File name: 9257_10.txt, Given class: pos, Original Class: pos

File name: 863_10.txt, Given class: neg, Original Class: pos

File name: 8232_7.txt, Given class: pos, Original Class: pos

File name: 941_10.txt, Given class: pos, Original Class: pos

File name: 5795_8.txt, Given class: pos, Original Class: pos

File name: 1609_10.txt, Given class: pos, Original Class: pos

File name: 11768_8.txt, Given class: pos, Original Class: pos

File name: 7856_10.txt, Given class: pos, Original Class: pos

File name: 10415_7.txt, Given class: pos, Original Class: pos

File name: 5482_8.txt, Given class: pos, Original Class: pos

File name: 5953_8.txt, Given class: neg, Original Class: pos

File name: 11544_10.txt, Given class: pos, Original Class: pos

File name: 8918_7.txt, Given class: neg, Original Class: pos

File name: 8471_9.txt, Given class: neg, Original Class: pos

File name: 1726_10.txt, Given class: pos, Original Class: pos

File name: 10479_10.txt, Given class: pos, Original Class: pos

File name: 820_9.txt, Given class: neg, Original Class: pos

File name: 12210_10.txt, Given class: neg, Original Class: pos

File name: 2438_10.txt, Given class: pos, Original Class: pos

File name: 7585_10.txt, Given class: pos, Original Class: pos

File name: 5382_9.txt, Given class: neg, Original Class: pos

File name: 11562_8.txt, Given class: pos, Original Class: pos

File name: 2665_10.txt, Given class: pos, Original Class: pos

File name: 10268_7.txt, Given class: pos, Original Class: pos

File name: 4018_10.txt, Given class: pos, Original Class: pos

File name: 2565_8.txt, Given class: pos, Original Class: pos

File name: 8692_8.txt, Given class: pos, Original Class: pos

File name: 2918_9.txt, Given class: neg, Original Class: pos

File name: 11086_8.txt, Given class: pos, Original Class: pos

File name: 264_10.txt, Given class: pos, Original Class: pos

File name: 8468_8.txt, Given class: neg, Original Class: pos

File name: 2646_10.txt, Given class: pos, Original Class: pos

File name: 9845_8.txt, Given class: neg, Original Class: pos

File name: 9445_10.txt, Given class: pos, Original Class: pos

File name: 10092_8.txt, Given class: neg, Original Class: pos

File name: 11725_10.txt, Given class: pos, Original Class: pos

File name: 1913_10.txt, Given class: neg, Original Class: pos

File name: 9874_7.txt, Given class: neg, Original Class: pos

File name: 343_9.txt, Given class: pos, Original Class: pos

File name: 12297_7.txt, Given class: neg, Original Class: pos

File name: 3721_10.txt, Given class: neg, Original Class: pos

File name: 11007_8.txt, Given class: pos, Original Class: pos

File name: 7753_10.txt, Given class: pos, Original Class: pos

File name: 10085_10.txt, Given class: neg, Original Class: pos

File name: 7661_9.txt, Given class: neg, Original Class: pos

File name: 5366_10.txt, Given class: pos, Original Class: pos

File name: 3933_7.txt, Given class: neg, Original Class: pos

File name: 4357_10.txt, Given class: pos, Original Class: pos

File name: 11885_9.txt, Given class: pos, Original Class: pos

File name: 11672_8.txt, Given class: pos, Original Class: pos

File name: 9502_10.txt, Given class: pos, Original Class: pos

File name: 12343_7.txt, Given class: neg, Original Class: pos

File name: 9306_8.txt, Given class: pos, Original Class: pos

File name: 5634_8.txt, Given class: neg, Original Class: pos

File name: 8480_10.txt, Given class: pos, Original Class: pos

File name: 6697_7.txt, Given class: neg, Original Class: pos

File name: 8461_7.txt, Given class: pos, Original Class: pos

File name: 1403_7.txt, Given class: pos, Original Class: pos

File name: 2951_10.txt, Given class: neg, Original Class: pos

File name: 3154_10.txt, Given class: pos, Original Class: pos

File name: 11614_9.txt, Given class: neg, Original Class: pos

File name: 4827_7.txt, Given class: neg, Original Class: pos

File name: 5452_8.txt, Given class: pos, Original Class: pos

File name: 5023_7.txt, Given class: pos, Original Class: pos

File name: 9291_10.txt, Given class: neg, Original Class: pos

File name: 5139_9.txt, Given class: pos, Original Class: pos

File name: 4409_10.txt, Given class: neg, Original Class: pos

File name: 5025_8.txt, Given class: pos, Original Class: pos

File name: 11486_8.txt, Given class: neg, Original Class: pos

File name: 4300_10.txt, Given class: pos, Original Class: pos

File name: 1725_9.txt, Given class: pos, Original Class: pos

File name: 9316_7.txt, Given class: neg, Original Class: pos

File name: 8214_7.txt, Given class: neg, Original Class: pos

File name: 7674_9.txt, Given class: pos, Original Class: pos

File name: 10042_8.txt, Given class: pos, Original Class: pos

File name: 6981_7.txt, Given class: neg, Original Class: pos

File name: 7349_10.txt, Given class: neg, Original Class: pos

File name: 7808_9.txt, Given class: neg, Original Class: pos

File name: 6040_8.txt, Given class: pos, Original Class: pos

File name: 4676_8.txt, Given class: pos, Original Class: pos

File name: 4886_8.txt, Given class: pos, Original Class: pos

File name: 12032_7.txt, Given class: neg, Original Class: pos

File name: 9442_8.txt, Given class: neg, Original Class: pos

File name: 1856_7.txt, Given class: neg, Original Class: pos

File name: 2949_10.txt, Given class: pos, Original Class: pos

File name: 12256_9.txt, Given class: pos, Original Class: pos

File name: 3063_10.txt, Given class: pos, Original Class: pos

File name: 5787_8.txt, Given class: pos, Original Class: pos

File name: 11166_10.txt, Given class: pos, Original Class: pos

File name: 7207_9.txt, Given class: neg, Original Class: pos

File name: 11993_10.txt, Given class: neg, Original Class: pos

File name: 8366_7.txt, Given class: pos, Original Class: pos

File name: 3821_10.txt, Given class: neg, Original Class: pos

File name: 6784_7.txt, Given class: pos, Original Class: pos

File name: 1839_8.txt, Given class: pos, Original Class: pos

File name: 8350_10.txt, Given class: pos, Original Class: pos

File name: 8086_9.txt, Given class: pos, Original Class: pos

File name: 4458_7.txt, Given class: neg, Original Class: pos

File name: 7959_10.txt, Given class: pos, Original Class: pos

File name: 2667_10.txt, Given class: neg, Original Class: pos

File name: 11244_8.txt, Given class: neg, Original Class: pos

File name: 10952_10.txt, Given class: neg, Original Class: pos

File name: 7788_10.txt, Given class: pos, Original Class: pos

File name: 12187_8.txt, Given class: neg, Original Class: pos

File name: 7710_8.txt, Given class: pos, Original Class: pos

File name: 587_8.txt, Given class: pos, Original Class: pos

File name: 1108_8.txt, Given class: neg, Original Class: pos

File name: 6642_9.txt, Given class: pos, Original Class: pos

File name: 10190_10.txt, Given class: neg, Original Class: pos

File name: 9888_8.txt, Given class: pos, Original Class: pos

File name: 3032_9.txt, Given class: pos, Original Class: pos

File name: 7265_7.txt, Given class: pos, Original Class: pos

File name: 11814_10.txt, Given class: pos, Original Class: pos

File name: 9850_8.txt, Given class: pos, Original Class: pos

File name: 3059_8.txt, Given class: neg, Original Class: pos

File name: 833_7.txt, Given class: neg, Original Class: pos

File name: 12200_10.txt, Given class: neg, Original Class: pos

File name: 9920_8.txt, Given class: pos, Original Class: pos

File name: 7333_10.txt, Given class: pos, Original Class: pos

File name: 7264_8.txt, Given class: pos, Original Class: pos

File name: 30_9.txt, Given class: pos, Original Class: pos

File name: 12243_10.txt, Given class: pos, Original Class: pos

File name: 5323_9.txt, Given class: neg, Original Class: pos

File name: 11080_10.txt, Given class: neg, Original Class: pos

File name: 7385_8.txt, Given class: neg, Original Class: pos

File name: 6382_10.txt, Given class: pos, Original Class: pos

File name: 2866_9.txt, Given class: neg, Original Class: pos

File name: 6612_8.txt, Given class: neg, Original Class: pos

File name: 11904_8.txt, Given class: pos, Original Class: pos

File name: 11403_9.txt, Given class: neg, Original Class: pos

File name: 10691_10.txt, Given class: pos, Original Class: pos

File name: 1539_10.txt, Given class: pos, Original Class: pos

File name: 8414_10.txt, Given class: pos, Original Class: pos

File name: 4839_7.txt, Given class: pos, Original Class: pos

File name: 3990_10.txt, Given class: pos, Original Class: pos

File name: 7811_10.txt, Given class: neg, Original Class: pos

File name: 6979_10.txt, Given class: neg, Original Class: pos

File name: 4622_8.txt, Given class: neg, Original Class: pos

File name: 6202_7.txt, Given class: neg, Original Class: pos

File name: 4288_8.txt, Given class: pos, Original Class: pos

File name: 402_8.txt, Given class: pos, Original Class: pos

File name: 9353_8.txt, Given class: pos, Original Class: pos

File name: 4293_7.txt, Given class: pos, Original Class: pos

File name: 8878_10.txt, Given class: neg, Original Class: pos

File name: 3858_10.txt, Given class: neg, Original Class: pos

File name: 9863_10.txt, Given class: neg, Original Class: pos

File name: 8773_8.txt, Given class: pos, Original Class: pos

File name: 12239_7.txt, Given class: neg, Original Class: pos

File name: 7257_8.txt, Given class: pos, Original Class: pos

File name: 9359_9.txt, Given class: pos, Original Class: pos

File name: 1473_7.txt, Given class: neg, Original Class: pos

File name: 4061_9.txt, Given class: pos, Original Class: pos

File name: 7650_8.txt, Given class: neg, Original Class: pos

File name: 3707_10.txt, Given class: neg, Original Class: pos

File name: 10507_7.txt, Given class: neg, Original Class: pos

File name: 3337_7.txt, Given class: pos, Original Class: pos

File name: 2597_10.txt, Given class: neg, Original Class: pos

File name: 1852_10.txt, Given class: pos, Original Class: pos

File name: 7543_10.txt, Given class: neg, Original Class: pos

File name: 8830_9.txt, Given class: pos, Original Class: pos

File name: 10959_8.txt, Given class: pos, Original Class: pos

File name: 12431_8.txt, Given class: neg, Original Class: pos

File name: 11108_10.txt, Given class: pos, Original Class: pos

File name: 11932_10.txt, Given class: pos, Original Class: pos

File name: 11064_8.txt, Given class: pos, Original Class: pos

File name: 3018_9.txt, Given class: pos, Original Class: pos

File name: 131_7.txt, Given class: pos, Original Class: pos

File name: 3228_7.txt, Given class: pos, Original Class: pos

File name: 10155_7.txt, Given class: neg, Original Class: pos

File name: 9608_8.txt, Given class: pos, Original Class: pos

File name: 6504_9.txt, Given class: pos, Original Class: pos

File name: 10115_8.txt, Given class: pos, Original Class: pos

File name: 4746_9.txt, Given class: pos, Original Class: pos

File name: 1081_10.txt, Given class: pos, Original Class: pos

File name: 6321_9.txt, Given class: neg, Original Class: pos

File name: 3392_10.txt, Given class: pos, Original Class: pos

File name: 8511_8.txt, Given class: neg, Original Class: pos

File name: 9774_10.txt, Given class: pos, Original Class: pos

File name: 459_9.txt, Given class: neg, Original Class: pos

File name: 2885_9.txt, Given class: pos, Original Class: pos

File name: 10009_10.txt, Given class: neg, Original Class: pos

File name: 2186_10.txt, Given class: pos, Original Class: pos

File name: 7590_7.txt, Given class: pos, Original Class: pos

File name: 11646_8.txt, Given class: pos, Original Class: pos

File name: 3929_8.txt, Given class: pos, Original Class: pos

File name: 205_10.txt, Given class: neg, Original Class: pos

File name: 10621_10.txt, Given class: pos, Original Class: pos

File name: 8657_7.txt, Given class: neg, Original Class: pos

File name: 10666_10.txt, Given class: pos, Original Class: pos

File name: 310_9.txt, Given class: pos, Original Class: pos

File name: 5857_7.txt, Given class: neg, Original Class: pos

File name: 1415_9.txt, Given class: neg, Original Class: pos

File name: 4952_10.txt, Given class: neg, Original Class: pos

File name: 10218_7.txt, Given class: neg, Original Class: pos

File name: 904_10.txt, Given class: neg, Original Class: pos

File name: 4175_7.txt, Given class: neg, Original Class: pos

File name: 11517_8.txt, Given class: pos, Original Class: pos

File name: 6469_7.txt, Given class: pos, Original Class: pos

File name: 9748_9.txt, Given class: pos, Original Class: pos

File name: 5915_8.txt, Given class: neg, Original Class: pos

File name: 11991_10.txt, Given class: neg, Original Class: pos

File name: 1013_7.txt, Given class: pos, Original Class: pos

File name: 7038_9.txt, Given class: neg, Original Class: pos

File name: 12050_9.txt, Given class: pos, Original Class: pos

File name: 10297_10.txt, Given class: pos, Original Class: pos

File name: 11867_8.txt, Given class: pos, Original Class: pos

File name: 10288_8.txt, Given class: pos, Original Class: pos

File name: 5183_9.txt, Given class: pos, Original Class: pos

File name: 8884_10.txt, Given class: neg, Original Class: pos

File name: 5654_10.txt, Given class: pos, Original Class: pos

File name: 11944_8.txt, Given class: neg, Original Class: pos

File name: 4187_7.txt, Given class: neg, Original Class: pos

File name: 7093_10.txt, Given class: pos, Original Class: pos

File name: 217_8.txt, Given class: neg, Original Class: pos

File name: 10112_10.txt, Given class: pos, Original Class: pos

File name: 7652_10.txt, Given class: neg, Original Class: pos

File name: 10011_9.txt, Given class: pos, Original Class: pos

File name: 6722_10.txt, Given class: pos, Original Class: pos

File name: 8242_10.txt, Given class: pos, Original Class: pos

File name: 5897_10.txt, Given class: pos, Original Class: pos

File name: 3581_10.txt, Given class: neg, Original Class: pos

File name: 8147_10.txt, Given class: neg, Original Class: pos

File name: 1999_7.txt, Given class: neg, Original Class: pos

File name: 11339_9.txt, Given class: pos, Original Class: pos

File name: 12073_10.txt, Given class: pos, Original Class: pos

File name: 10301_10.txt, Given class: pos, Original Class: pos

File name: 3380_8.txt, Given class: pos, Original Class: pos

File name: 5672_7.txt, Given class: neg, Original Class: pos

File name: 11160_7.txt, Given class: neg, Original Class: pos

File name: 2411_8.txt, Given class: neg, Original Class: pos

File name: 3692_10.txt, Given class: pos, Original Class: pos

File name: 4912_10.txt, Given class: neg, Original Class: pos

File name: 5599_10.txt, Given class: pos, Original Class: pos

File name: 10477_9.txt, Given class: pos, Original Class: pos

File name: 11999_8.txt, Given class: neg, Original Class: pos

File name: 11068_10.txt, Given class: pos, Original Class: pos

File name: 702_7.txt, Given class: pos, Original Class: pos

File name: 10370_10.txt, Given class: pos, Original Class: pos

File name: 4971_8.txt, Given class: neg, Original Class: pos

File name: 9734_8.txt, Given class: pos, Original Class: pos

File name: 12280_7.txt, Given class: pos, Original Class: pos

File name: 6441_7.txt, Given class: neg, Original Class: pos

File name: 2914_10.txt, Given class: pos, Original Class: pos

File name: 3776_10.txt, Given class: pos, Original Class: pos

File name: 4102_10.txt, Given class: pos, Original Class: pos

File name: 1728_10.txt, Given class: neg, Original Class: pos

File name: 3938_8.txt, Given class: pos, Original Class: pos

File name: 4635_10.txt, Given class: neg, Original Class: pos

File name: 10523_9.txt, Given class: pos, Original Class: pos

File name: 4310_10.txt, Given class: pos, Original Class: pos

File name: 5226_7.txt, Given class: pos, Original Class: pos

File name: 5016_8.txt, Given class: neg, Original Class: pos

File name: 1768_8.txt, Given class: pos, Original Class: pos

File name: 3324_9.txt, Given class: neg, Original Class: pos

File name: 8644_10.txt, Given class: neg, Original Class: pos

File name: 10401_7.txt, Given class: neg, Original Class: pos

File name: 3595_10.txt, Given class: pos, Original Class: pos

File name: 4899_9.txt, Given class: pos, Original Class: pos

File name: 10886_7.txt, Given class: neg, Original Class: pos

File name: 7181_9.txt, Given class: pos, Original Class: pos

File name: 8118_9.txt, Given class: neg, Original Class: pos

File name: 798_10.txt, Given class: pos, Original Class: pos

File name: 10315_10.txt, Given class: pos, Original Class: pos

File name: 8101_8.txt, Given class: neg, Original Class: pos

File name: 2822_9.txt, Given class: neg, Original Class: pos

File name: 2259_9.txt, Given class: pos, Original Class: pos

File name: 2385_9.txt, Given class: pos, Original Class: pos

File name: 3778_9.txt, Given class: pos, Original Class: pos

File name: 11905_10.txt, Given class: neg, Original Class: pos

File name: 5765_7.txt, Given class: pos, Original Class: pos

File name: 4903_7.txt, Given class: pos, Original Class: pos

File name: 69_10.txt, Given class: pos, Original Class: pos

File name: 3026_10.txt, Given class: neg, Original Class: pos

File name: 3647_10.txt, Given class: neg, Original Class: pos

File name: 9395_8.txt, Given class: neg, Original Class: pos

File name: 8965_8.txt, Given class: neg, Original Class: pos

File name: 9030_7.txt, Given class: pos, Original Class: pos

File name: 1330_10.txt, Given class: neg, Original Class: pos

File name: 2598_10.txt, Given class: pos, Original Class: pos

File name: 2662_10.txt, Given class: pos, Original Class: pos

File name: 10880_10.txt, Given class: pos, Original Class: pos

File name: 4905_9.txt, Given class: pos, Original Class: pos

File name: 7588_10.txt, Given class: pos, Original Class: pos

File name: 4154_8.txt, Given class: pos, Original Class: pos

File name: 8512_10.txt, Given class: neg, Original Class: pos

File name: 872_9.txt, Given class: pos, Original Class: pos

File name: 757_9.txt, Given class: neg, Original Class: pos

File name: 6577_10.txt, Given class: pos, Original Class: pos

File name: 9004_8.txt, Given class: pos, Original Class: pos

File name: 4552_8.txt, Given class: pos, Original Class: pos

File name: 10578_10.txt, Given class: pos, Original Class: pos

File name: 7908_7.txt, Given class: pos, Original Class: pos

File name: 1039_10.txt, Given class: pos, Original Class: pos

File name: 7758_8.txt, Given class: neg, Original Class: pos

File name: 2712_8.txt, Given class: pos, Original Class: pos

File name: 7433_10.txt, Given class: neg, Original Class: pos

File name: 108_10.txt, Given class: pos, Original Class: pos

File name: 5761_10.txt, Given class: pos, Original Class: pos

File name: 6330_10.txt, Given class: pos, Original Class: pos

File name: 1542_7.txt, Given class: neg, Original Class: pos

File name: 12069_10.txt, Given class: pos, Original Class: pos

File name: 3301_8.txt, Given class: pos, Original Class: pos

File name: 7982_10.txt, Given class: pos, Original Class: pos

File name: 10879_10.txt, Given class: pos, Original Class: pos

File name: 7935_9.txt, Given class: pos, Original Class: pos

File name: 7759_9.txt, Given class: pos, Original Class: pos

File name: 9385_10.txt, Given class: neg, Original Class: pos

File name: 11275_8.txt, Given class: neg, Original Class: pos

File name: 6347_8.txt, Given class: pos, Original Class: pos

File name: 7962_10.txt, Given class: pos, Original Class: pos

File name: 1350_8.txt, Given class: neg, Original Class: pos

File name: 10917_8.txt, Given class: pos, Original Class: pos

File name: 7061_9.txt, Given class: pos, Original Class: pos

File name: 2820_10.txt, Given class: pos, Original Class: pos

File name: 11924_10.txt, Given class: neg, Original Class: pos

File name: 4627_7.txt, Given class: pos, Original Class: pos

File name: 3015_7.txt, Given class: neg, Original Class: pos

File name: 12190_9.txt, Given class: neg, Original Class: pos

File name: 3959_10.txt, Given class: pos, Original Class: pos

File name: 10075_10.txt, Given class: pos, Original Class: pos

File name: 1770_10.txt, Given class: pos, Original Class: pos

File name: 6125_7.txt, Given class: pos, Original Class: pos

File name: 10034_9.txt, Given class: pos, Original Class: pos

File name: 1439_8.txt, Given class: pos, Original Class: pos

File name: 1943_7.txt, Given class: neg, Original Class: pos

File name: 184_9.txt, Given class: pos, Original Class: pos

File name: 9651_8.txt, Given class: pos, Original Class: pos

File name: 10618_10.txt, Given class: pos, Original Class: pos

File name: 536_7.txt, Given class: neg, Original Class: pos

File name: 8948_9.txt, Given class: pos, Original Class: pos

File name: 5224_7.txt, Given class: pos, Original Class: pos

File name: 7703_8.txt, Given class: neg, Original Class: pos

File name: 4615_9.txt, Given class: pos, Original Class: pos

File name: 10464_10.txt, Given class: pos, Original Class: pos

File name: 8320_10.txt, Given class: pos, Original Class: pos

File name: 2260_8.txt, Given class: neg, Original Class: pos

File name: 1713_9.txt, Given class: pos, Original Class: pos

File name: 11755_7.txt, Given class: pos, Original Class: pos

File name: 11758_7.txt, Given class: neg, Original Class: pos

File name: 9493_10.txt, Given class: neg, Original Class: pos

File name: 10996_9.txt, Given class: pos, Original Class: pos

File name: 1546_7.txt, Given class: pos, Original Class: pos

File name: 8649_8.txt, Given class: pos, Original Class: pos

File name: 11430_7.txt, Given class: pos, Original Class: pos

File name: 3624_8.txt, Given class: pos, Original Class: pos

File name: 5522_10.txt, Given class: pos, Original Class: pos

File name: 4063_8.txt, Given class: neg, Original Class: pos

File name: 4032_8.txt, Given class: pos, Original Class: pos

File name: 7289_10.txt, Given class: pos, Original Class: pos

File name: 1404_10.txt, Given class: pos, Original Class: pos

File name: 6227_8.txt, Given class: neg, Original Class: pos

File name: 9070_10.txt, Given class: neg, Original Class: pos

File name: 1207_10.txt, Given class: pos, Original Class: pos

File name: 2535_10.txt, Given class: neg, Original Class: pos

File name: 7475_9.txt, Given class: neg, Original Class: pos

File name: 7206_10.txt, Given class: pos, Original Class: pos

File name: 7859_8.txt, Given class: pos, Original Class: pos

File name: 9271_10.txt, Given class: pos, Original Class: pos

File name: 9549_10.txt, Given class: pos, Original Class: pos

File name: 8607_10.txt, Given class: pos, Original Class: pos

File name: 3698_9.txt, Given class: neg, Original Class: pos

File name: 1360_7.txt, Given class: pos, Original Class: pos

File name: 4489_10.txt, Given class: pos, Original Class: pos

File name: 10044_8.txt, Given class: pos, Original Class: pos

File name: 2188_9.txt, Given class: pos, Original Class: pos

File name: 9488_9.txt, Given class: pos, Original Class: pos

File name: 5191_8.txt, Given class: pos, Original Class: pos

File name: 5352_10.txt, Given class: neg, Original Class: pos

File name: 4929_10.txt, Given class: pos, Original Class: pos

File name: 5520_10.txt, Given class: neg, Original Class: pos

File name: 3686_10.txt, Given class: pos, Original Class: pos

File name: 4684_9.txt, Given class: neg, Original Class: pos

File name: 6049_9.txt, Given class: neg, Original Class: pos

File name: 12105_10.txt, Given class: pos, Original Class: pos

File name: 3973_10.txt, Given class: neg, Original Class: pos

File name: 11075_8.txt, Given class: pos, Original Class: pos

File name: 334_9.txt, Given class: pos, Original Class: pos

File name: 5995_8.txt, Given class: pos, Original Class: pos

File name: 5885_10.txt, Given class: pos, Original Class: pos

File name: 850_7.txt, Given class: neg, Original Class: pos

File name: 10012_9.txt, Given class: neg, Original Class: pos

File name: 3368_8.txt, Given class: pos, Original Class: pos

File name: 1879_7.txt, Given class: neg, Original Class: pos

File name: 10669_7.txt, Given class: neg, Original Class: pos

File name: 5393_8.txt, Given class: pos, Original Class: pos

File name: 3084_10.txt, Given class: pos, Original Class: pos

File name: 4727_10.txt, Given class: pos, Original Class: pos

File name: 3607_8.txt, Given class: pos, Original Class: pos

File name: 12480_8.txt, Given class: pos, Original Class: pos

File name: 7809_10.txt, Given class: pos, Original Class: pos

File name: 3081_8.txt, Given class: neg, Original Class: pos

File name: 3423_9.txt, Given class: pos, Original Class: pos

File name: 10752_7.txt, Given class: pos, Original Class: pos

File name: 9767_10.txt, Given class: neg, Original Class: pos

File name: 8168_10.txt, Given class: neg, Original Class: pos

File name: 763_10.txt, Given class: pos, Original Class: pos

File name: 3587_10.txt, Given class: pos, Original Class: pos

File name: 10574_10.txt, Given class: pos, Original Class: pos

File name: 4307_9.txt, Given class: pos, Original Class: pos

File name: 5681_9.txt, Given class: neg, Original Class: pos

File name: 3594_10.txt, Given class: pos, Original Class: pos

File name: 10937_8.txt, Given class: pos, Original Class: pos

File name: 11713_9.txt, Given class: pos, Original Class: pos

File name: 3708_10.txt, Given class: pos, Original Class: pos

File name: 969_9.txt, Given class: neg, Original Class: pos

File name: 8393_10.txt, Given class: neg, Original Class: pos

File name: 10861_10.txt, Given class: pos, Original Class: pos

File name: 1566_8.txt, Given class: neg, Original Class: pos

File name: 12263_10.txt, Given class: pos, Original Class: pos

File name: 1794_9.txt, Given class: pos, Original Class: pos

File name: 4360_10.txt, Given class: pos, Original Class: pos

File name: 6311_9.txt, Given class: pos, Original Class: pos

File name: 2395_9.txt, Given class: neg, Original Class: pos

File name: 7527_7.txt, Given class: pos, Original Class: pos

File name: 5053_8.txt, Given class: pos, Original Class: pos

File name: 3396_10.txt, Given class: pos, Original Class: pos

File name: 2383_8.txt, Given class: neg, Original Class: pos

File name: 2178_7.txt, Given class: neg, Original Class: pos

File name: 8475_7.txt, Given class: pos, Original Class: pos

File name: 10051_8.txt, Given class: pos, Original Class: pos

File name: 2904_7.txt, Given class: pos, Original Class: pos

File name: 5939_7.txt, Given class: neg, Original Class: pos

File name: 10045_7.txt, Given class: pos, Original Class: pos

File name: 4185_9.txt, Given class: neg, Original Class: pos

File name: 3467_7.txt, Given class: pos, Original Class: pos

File name: 7212_9.txt, Given class: neg, Original Class: pos

File name: 3789_9.txt, Given class: pos, Original Class: pos

File name: 12102_10.txt, Given class: pos, Original Class: pos

File name: 531_10.txt, Given class: pos, Original Class: pos

File name: 3725_7.txt, Given class: pos, Original Class: pos

File name: 10856_10.txt, Given class: pos, Original Class: pos

File name: 11860_10.txt, Given class: neg, Original Class: pos

File name: 3277_7.txt, Given class: pos, Original Class: pos

File name: 1823_9.txt, Given class: pos, Original Class: pos

File name: 4487_9.txt, Given class: neg, Original Class: pos

File name: 4704_9.txt, Given class: pos, Original Class: pos

File name: 5541_7.txt, Given class: neg, Original Class: pos

File name: 10714_9.txt, Given class: pos, Original Class: pos

File name: 8981_9.txt, Given class: pos, Original Class: pos

File name: 3470_8.txt, Given class: pos, Original Class: pos

File name: 12361_9.txt, Given class: pos, Original Class: pos

File name: 4523_9.txt, Given class: pos, Original Class: pos

File name: 7255_9.txt, Given class: neg, Original Class: pos

File name: 9782_10.txt, Given class: pos, Original Class: pos

File name: 8713_9.txt, Given class: pos, Original Class: pos

File name: 9048_7.txt, Given class: neg, Original Class: pos

File name: 10951_7.txt, Given class: neg, Original Class: pos

File name: 9878_9.txt, Given class: pos, Original Class: pos

File name: 285_10.txt, Given class: pos, Original Class: pos

File name: 3998_10.txt, Given class: neg, Original Class: pos

File name: 10349_8.txt, Given class: pos, Original Class: pos

File name: 4306_7.txt, Given class: pos, Original Class: pos

File name: 11551_7.txt, Given class: pos, Original Class: pos

File name: 8205_10.txt, Given class: neg, Original Class: pos

File name: 1544_10.txt, Given class: pos, Original Class: pos

File name: 5334_7.txt, Given class: pos, Original Class: pos

File name: 8329_10.txt, Given class: pos, Original Class: pos

File name: 12252_8.txt, Given class: pos, Original Class: pos

File name: 3885_7.txt, Given class: neg, Original Class: pos

File name: 5886_8.txt, Given class: pos, Original Class: pos

File name: 5381_10.txt, Given class: pos, Original Class: pos

File name: 8176_7.txt, Given class: pos, Original Class: pos

File name: 4283_9.txt, Given class: neg, Original Class: pos

File name: 6282_10.txt, Given class: pos, Original Class: pos

File name: 3281_10.txt, Given class: neg, Original Class: pos

File name: 11759_10.txt, Given class: pos, Original Class: pos

File name: 12088_7.txt, Given class: neg, Original Class: pos

File name: 9108_10.txt, Given class: neg, Original Class: pos

File name: 5508_7.txt, Given class: neg, Original Class: pos

File name: 983_7.txt, Given class: neg, Original Class: pos

