File name: 1135_8.txt, Given class: pos, Original Class: pos

File name: 10661_9.txt, Given class: pos, Original Class: pos

File name: 10717_9.txt, Given class: pos, Original Class: pos

File name: 7087_10.txt, Given class: neg, Original Class: pos

File name: 3019_9.txt, Given class: pos, Original Class: pos

File name: 7420_7.txt, Given class: pos, Original Class: pos

File name: 8995_10.txt, Given class: neg, Original Class: pos

File name: 9919_9.txt, Given class: neg, Original Class: pos

File name: 10540_10.txt, Given class: neg, Original Class: pos

File name: 5874_10.txt, Given class: pos, Original Class: pos

File name: 4403_10.txt, Given class: pos, Original Class: pos

File name: 3569_10.txt, Given class: pos, Original Class: pos

File name: 2377_9.txt, Given class: pos, Original Class: pos

File name: 9338_10.txt, Given class: pos, Original Class: pos

File name: 6030_9.txt, Given class: neg, Original Class: pos

File name: 5491_10.txt, Given class: pos, Original Class: pos

File name: 9491_10.txt, Given class: pos, Original Class: pos

File name: 2432_10.txt, Given class: pos, Original Class: pos

File name: 10327_7.txt, Given class: pos, Original Class: pos

File name: 2201_10.txt, Given class: pos, Original Class: pos

File name: 1847_10.txt, Given class: pos, Original Class: pos

File name: 10179_10.txt, Given class: pos, Original Class: pos

File name: 1682_10.txt, Given class: pos, Original Class: pos

File name: 7965_9.txt, Given class: pos, Original Class: pos

File name: 1426_7.txt, Given class: pos, Original Class: pos

File name: 4205_7.txt, Given class: pos, Original Class: pos

File name: 5478_9.txt, Given class: pos, Original Class: pos

File name: 945_7.txt, Given class: neg, Original Class: pos

File name: 10070_10.txt, Given class: pos, Original Class: pos

File name: 9016_8.txt, Given class: neg, Original Class: pos

File name: 7399_9.txt, Given class: neg, Original Class: pos

File name: 8302_8.txt, Given class: pos, Original Class: pos

File name: 8088_10.txt, Given class: pos, Original Class: pos

File name: 296_9.txt, Given class: neg, Original Class: pos

File name: 510_7.txt, Given class: neg, Original Class: pos

File name: 10893_8.txt, Given class: pos, Original Class: pos

File name: 2752_10.txt, Given class: pos, Original Class: pos

File name: 7630_10.txt, Given class: pos, Original Class: pos

File name: 3948_7.txt, Given class: pos, Original Class: pos

File name: 9958_8.txt, Given class: pos, Original Class: pos

File name: 3743_10.txt, Given class: pos, Original Class: pos

File name: 4776_8.txt, Given class: pos, Original Class: pos

File name: 3414_7.txt, Given class: pos, Original Class: pos

File name: 10801_10.txt, Given class: pos, Original Class: pos

File name: 3025_8.txt, Given class: pos, Original Class: pos

File name: 7469_10.txt, Given class: pos, Original Class: pos

File name: 11116_10.txt, Given class: pos, Original Class: pos

File name: 10424_7.txt, Given class: pos, Original Class: pos

File name: 9428_7.txt, Given class: pos, Original Class: pos

File name: 8613_8.txt, Given class: pos, Original Class: pos

File name: 10023_8.txt, Given class: pos, Original Class: pos

File name: 8625_9.txt, Given class: neg, Original Class: pos

File name: 4349_10.txt, Given class: pos, Original Class: pos

File name: 3614_10.txt, Given class: pos, Original Class: pos

File name: 7632_7.txt, Given class: pos, Original Class: pos

File name: 7150_10.txt, Given class: neg, Original Class: pos

File name: 3465_10.txt, Given class: pos, Original Class: pos

File name: 1145_9.txt, Given class: pos, Original Class: pos

File name: 4911_7.txt, Given class: pos, Original Class: pos

File name: 2604_7.txt, Given class: pos, Original Class: pos

File name: 10425_10.txt, Given class: pos, Original Class: pos

File name: 2794_9.txt, Given class: pos, Original Class: pos

File name: 1817_10.txt, Given class: pos, Original Class: pos

File name: 4972_8.txt, Given class: pos, Original Class: pos

File name: 593_10.txt, Given class: pos, Original Class: pos

File name: 1176_9.txt, Given class: pos, Original Class: pos

File name: 8459_10.txt, Given class: pos, Original Class: pos

File name: 6273_10.txt, Given class: pos, Original Class: pos

File name: 6963_8.txt, Given class: neg, Original Class: pos

File name: 8967_7.txt, Given class: pos, Original Class: pos

File name: 5637_10.txt, Given class: pos, Original Class: pos

File name: 11990_10.txt, Given class: neg, Original Class: pos

File name: 1235_8.txt, Given class: pos, Original Class: pos

File name: 11792_10.txt, Given class: pos, Original Class: pos

File name: 8497_10.txt, Given class: pos, Original Class: pos

File name: 2203_10.txt, Given class: pos, Original Class: pos

File name: 1690_9.txt, Given class: pos, Original Class: pos

File name: 6792_9.txt, Given class: pos, Original Class: pos

File name: 1703_7.txt, Given class: neg, Original Class: pos

File name: 3481_10.txt, Given class: pos, Original Class: pos

File name: 10645_10.txt, Given class: neg, Original Class: pos

File name: 6020_9.txt, Given class: pos, Original Class: pos

File name: 8735_9.txt, Given class: pos, Original Class: pos

File name: 719_7.txt, Given class: neg, Original Class: pos

File name: 140_9.txt, Given class: neg, Original Class: pos

File name: 11114_8.txt, Given class: neg, Original Class: pos

File name: 5860_7.txt, Given class: pos, Original Class: pos

File name: 7784_10.txt, Given class: pos, Original Class: pos

File name: 3498_10.txt, Given class: neg, Original Class: pos

File name: 1394_9.txt, Given class: pos, Original Class: pos

File name: 4657_7.txt, Given class: pos, Original Class: pos

File name: 6773_8.txt, Given class: pos, Original Class: pos

File name: 9603_10.txt, Given class: neg, Original Class: pos

File name: 10497_10.txt, Given class: neg, Original Class: pos

File name: 10038_7.txt, Given class: pos, Original Class: pos

File name: 9418_7.txt, Given class: pos, Original Class: pos

File name: 7621_7.txt, Given class: neg, Original Class: pos

File name: 2660_9.txt, Given class: pos, Original Class: pos

File name: 11256_9.txt, Given class: pos, Original Class: pos

File name: 4609_10.txt, Given class: pos, Original Class: pos

File name: 11553_7.txt, Given class: pos, Original Class: pos

File name: 4959_10.txt, Given class: neg, Original Class: pos

File name: 1035_9.txt, Given class: pos, Original Class: pos

File name: 583_8.txt, Given class: pos, Original Class: pos

File name: 12269_9.txt, Given class: pos, Original Class: pos

File name: 1496_10.txt, Given class: pos, Original Class: pos

File name: 6044_10.txt, Given class: pos, Original Class: pos

File name: 8530_10.txt, Given class: neg, Original Class: pos

File name: 8742_10.txt, Given class: pos, Original Class: pos

File name: 9720_10.txt, Given class: pos, Original Class: pos

File name: 1417_9.txt, Given class: pos, Original Class: pos

File name: 6438_7.txt, Given class: pos, Original Class: pos

File name: 7951_7.txt, Given class: pos, Original Class: pos

File name: 6079_7.txt, Given class: pos, Original Class: pos

File name: 7330_7.txt, Given class: neg, Original Class: pos

File name: 213_10.txt, Given class: pos, Original Class: pos

File name: 4861_8.txt, Given class: pos, Original Class: pos

File name: 3040_8.txt, Given class: pos, Original Class: pos

File name: 627_7.txt, Given class: neg, Original Class: pos

File name: 11700_9.txt, Given class: pos, Original Class: pos

File name: 5825_10.txt, Given class: pos, Original Class: pos

File name: 9300_9.txt, Given class: pos, Original Class: pos

File name: 4182_10.txt, Given class: pos, Original Class: pos

File name: 1840_10.txt, Given class: pos, Original Class: pos

File name: 6173_10.txt, Given class: pos, Original Class: pos

File name: 3564_8.txt, Given class: neg, Original Class: pos

File name: 701_8.txt, Given class: pos, Original Class: pos

File name: 2637_10.txt, Given class: neg, Original Class: pos

File name: 2101_8.txt, Given class: pos, Original Class: pos

File name: 7125_8.txt, Given class: neg, Original Class: pos

File name: 3189_10.txt, Given class: pos, Original Class: pos

File name: 5045_8.txt, Given class: pos, Original Class: pos

File name: 129_9.txt, Given class: pos, Original Class: pos

File name: 2845_8.txt, Given class: pos, Original Class: pos

File name: 9541_8.txt, Given class: pos, Original Class: pos

File name: 5305_7.txt, Given class: pos, Original Class: pos

File name: 3658_10.txt, Given class: pos, Original Class: pos

File name: 8282_10.txt, Given class: pos, Original Class: pos

File name: 10815_8.txt, Given class: pos, Original Class: pos

File name: 2610_7.txt, Given class: neg, Original Class: pos

File name: 6603_10.txt, Given class: pos, Original Class: pos

File name: 11927_8.txt, Given class: pos, Original Class: pos

File name: 4511_7.txt, Given class: pos, Original Class: pos

File name: 10706_10.txt, Given class: pos, Original Class: pos

File name: 9315_8.txt, Given class: neg, Original Class: pos

File name: 5273_10.txt, Given class: pos, Original Class: pos

File name: 378_9.txt, Given class: pos, Original Class: pos

File name: 8073_10.txt, Given class: pos, Original Class: pos

File name: 11921_7.txt, Given class: pos, Original Class: pos

File name: 2007_10.txt, Given class: pos, Original Class: pos

File name: 365_10.txt, Given class: pos, Original Class: pos

File name: 4688_10.txt, Given class: pos, Original Class: pos

File name: 550_8.txt, Given class: pos, Original Class: pos

File name: 1327_9.txt, Given class: neg, Original Class: pos

File name: 926_10.txt, Given class: pos, Original Class: pos

File name: 5065_7.txt, Given class: pos, Original Class: pos

File name: 6488_7.txt, Given class: pos, Original Class: pos

File name: 3234_7.txt, Given class: pos, Original Class: pos

File name: 1005_7.txt, Given class: pos, Original Class: pos

File name: 11938_9.txt, Given class: pos, Original Class: pos

File name: 1698_10.txt, Given class: neg, Original Class: pos

File name: 4772_9.txt, Given class: neg, Original Class: pos

File name: 7071_10.txt, Given class: pos, Original Class: pos

File name: 7151_10.txt, Given class: pos, Original Class: pos

File name: 8635_10.txt, Given class: pos, Original Class: pos

File name: 147_10.txt, Given class: pos, Original Class: pos

File name: 2192_10.txt, Given class: pos, Original Class: pos

File name: 1014_8.txt, Given class: neg, Original Class: pos

File name: 4575_10.txt, Given class: pos, Original Class: pos

File name: 9280_7.txt, Given class: pos, Original Class: pos

File name: 10626_8.txt, Given class: pos, Original Class: pos

File name: 3676_10.txt, Given class: pos, Original Class: pos

File name: 2156_10.txt, Given class: neg, Original Class: pos

File name: 2448_7.txt, Given class: pos, Original Class: pos

File name: 7671_10.txt, Given class: pos, Original Class: pos

File name: 8555_7.txt, Given class: pos, Original Class: pos

File name: 11722_9.txt, Given class: pos, Original Class: pos

File name: 671_8.txt, Given class: pos, Original Class: pos

File name: 10146_10.txt, Given class: pos, Original Class: pos

File name: 2633_7.txt, Given class: neg, Original Class: pos

File name: 2277_8.txt, Given class: pos, Original Class: pos

File name: 3661_10.txt, Given class: pos, Original Class: pos

File name: 3171_8.txt, Given class: pos, Original Class: pos

File name: 8623_8.txt, Given class: pos, Original Class: pos

File name: 4645_10.txt, Given class: pos, Original Class: pos

File name: 465_10.txt, Given class: pos, Original Class: pos

File name: 9219_10.txt, Given class: pos, Original Class: pos

File name: 10566_9.txt, Given class: pos, Original Class: pos

File name: 4747_8.txt, Given class: neg, Original Class: pos

File name: 4873_8.txt, Given class: neg, Original Class: pos

File name: 5427_10.txt, Given class: pos, Original Class: pos

File name: 4046_10.txt, Given class: pos, Original Class: pos

File name: 10680_7.txt, Given class: neg, Original Class: pos

File name: 8022_7.txt, Given class: pos, Original Class: pos

File name: 9746_10.txt, Given class: pos, Original Class: pos

File name: 6245_8.txt, Given class: pos, Original Class: pos

File name: 1619_10.txt, Given class: neg, Original Class: pos

File name: 9162_9.txt, Given class: pos, Original Class: pos

File name: 4554_8.txt, Given class: neg, Original Class: pos

File name: 8641_10.txt, Given class: pos, Original Class: pos

File name: 12454_10.txt, Given class: neg, Original Class: pos

File name: 2861_8.txt, Given class: pos, Original Class: pos

File name: 7989_10.txt, Given class: pos, Original Class: pos

File name: 9340_10.txt, Given class: pos, Original Class: pos

File name: 4639_10.txt, Given class: pos, Original Class: pos

File name: 7839_8.txt, Given class: pos, Original Class: pos

File name: 6985_7.txt, Given class: neg, Original Class: pos

File name: 4908_9.txt, Given class: pos, Original Class: pos

File name: 5374_9.txt, Given class: pos, Original Class: pos

File name: 6375_10.txt, Given class: neg, Original Class: pos

File name: 11493_7.txt, Given class: pos, Original Class: pos

File name: 6799_10.txt, Given class: pos, Original Class: pos

File name: 7235_8.txt, Given class: pos, Original Class: pos

File name: 2059_10.txt, Given class: pos, Original Class: pos

File name: 265_9.txt, Given class: pos, Original Class: pos

File name: 9547_8.txt, Given class: neg, Original Class: pos

File name: 4892_10.txt, Given class: pos, Original Class: pos

File name: 4363_10.txt, Given class: pos, Original Class: pos

File name: 4098_8.txt, Given class: pos, Original Class: pos

File name: 5945_10.txt, Given class: pos, Original Class: pos

File name: 12215_10.txt, Given class: neg, Original Class: pos

File name: 5153_8.txt, Given class: pos, Original Class: pos

File name: 548_10.txt, Given class: pos, Original Class: pos

File name: 9861_7.txt, Given class: neg, Original Class: pos

File name: 10871_7.txt, Given class: pos, Original Class: pos

File name: 10828_9.txt, Given class: pos, Original Class: pos

File name: 4490_10.txt, Given class: pos, Original Class: pos

File name: 11002_8.txt, Given class: pos, Original Class: pos

File name: 5811_7.txt, Given class: pos, Original Class: pos

File name: 9739_8.txt, Given class: pos, Original Class: pos

File name: 207_9.txt, Given class: pos, Original Class: pos

File name: 163_7.txt, Given class: neg, Original Class: pos

File name: 1313_9.txt, Given class: pos, Original Class: pos

File name: 6080_9.txt, Given class: neg, Original Class: pos

File name: 221_9.txt, Given class: neg, Original Class: pos

File name: 6807_10.txt, Given class: pos, Original Class: pos

File name: 1906_7.txt, Given class: neg, Original Class: pos

File name: 10402_8.txt, Given class: pos, Original Class: pos

File name: 5671_8.txt, Given class: neg, Original Class: pos

File name: 7186_7.txt, Given class: pos, Original Class: pos

File name: 10241_10.txt, Given class: pos, Original Class: pos

File name: 10484_10.txt, Given class: pos, Original Class: pos

File name: 9918_9.txt, Given class: neg, Original Class: pos

File name: 3109_8.txt, Given class: pos, Original Class: pos

File name: 11730_8.txt, Given class: pos, Original Class: pos

File name: 5379_8.txt, Given class: pos, Original Class: pos

File name: 7506_7.txt, Given class: pos, Original Class: pos

File name: 9123_10.txt, Given class: pos, Original Class: pos

File name: 291_9.txt, Given class: pos, Original Class: pos

File name: 2635_10.txt, Given class: neg, Original Class: pos

File name: 2753_9.txt, Given class: neg, Original Class: pos

File name: 635_8.txt, Given class: neg, Original Class: pos

File name: 3923_10.txt, Given class: neg, Original Class: pos

File name: 10393_9.txt, Given class: neg, Original Class: pos

File name: 6466_10.txt, Given class: pos, Original Class: pos

File name: 5561_8.txt, Given class: pos, Original Class: pos

File name: 6269_10.txt, Given class: neg, Original Class: pos

File name: 9492_10.txt, Given class: neg, Original Class: pos

File name: 3102_10.txt, Given class: pos, Original Class: pos

File name: 10020_8.txt, Given class: pos, Original Class: pos

File name: 4128_10.txt, Given class: pos, Original Class: pos

File name: 9099_7.txt, Given class: pos, Original Class: pos

File name: 4592_10.txt, Given class: pos, Original Class: pos

File name: 4715_9.txt, Given class: pos, Original Class: pos

File name: 3792_8.txt, Given class: pos, Original Class: pos

File name: 9275_7.txt, Given class: neg, Original Class: pos

File name: 4916_10.txt, Given class: pos, Original Class: pos

File name: 9843_7.txt, Given class: pos, Original Class: pos

File name: 8632_8.txt, Given class: pos, Original Class: pos

File name: 6609_9.txt, Given class: pos, Original Class: pos

File name: 5461_7.txt, Given class: pos, Original Class: pos

File name: 5276_8.txt, Given class: neg, Original Class: pos

File name: 3411_10.txt, Given class: pos, Original Class: pos

File name: 5863_10.txt, Given class: neg, Original Class: pos

File name: 10152_9.txt, Given class: pos, Original Class: pos

File name: 1776_7.txt, Given class: pos, Original Class: pos

File name: 1799_9.txt, Given class: pos, Original Class: pos

File name: 10430_10.txt, Given class: pos, Original Class: pos

File name: 880_8.txt, Given class: pos, Original Class: pos

File name: 4428_10.txt, Given class: pos, Original Class: pos

File name: 5733_9.txt, Given class: neg, Original Class: pos

File name: 6172_9.txt, Given class: pos, Original Class: pos

File name: 5409_7.txt, Given class: pos, Original Class: pos

File name: 10047_10.txt, Given class: pos, Original Class: pos

File name: 8399_8.txt, Given class: pos, Original Class: pos

File name: 2236_7.txt, Given class: pos, Original Class: pos

File name: 12441_9.txt, Given class: pos, Original Class: pos

File name: 6653_7.txt, Given class: pos, Original Class: pos

File name: 11989_8.txt, Given class: pos, Original Class: pos

File name: 2033_8.txt, Given class: neg, Original Class: pos

File name: 2044_10.txt, Given class: neg, Original Class: pos

File name: 9333_8.txt, Given class: pos, Original Class: pos

File name: 5362_10.txt, Given class: pos, Original Class: pos

File name: 4782_10.txt, Given class: pos, Original Class: pos

File name: 8958_8.txt, Given class: pos, Original Class: pos

File name: 3542_9.txt, Given class: pos, Original Class: pos

File name: 5836_10.txt, Given class: pos, Original Class: pos

File name: 11609_10.txt, Given class: neg, Original Class: pos

File name: 9064_7.txt, Given class: neg, Original Class: pos

File name: 10794_10.txt, Given class: pos, Original Class: pos

File name: 575_7.txt, Given class: neg, Original Class: pos

File name: 2964_7.txt, Given class: neg, Original Class: pos

File name: 5055_10.txt, Given class: pos, Original Class: pos

File name: 7548_9.txt, Given class: neg, Original Class: pos

File name: 11835_10.txt, Given class: pos, Original Class: pos

File name: 3895_7.txt, Given class: neg, Original Class: pos

File name: 5699_7.txt, Given class: pos, Original Class: pos

File name: 10697_10.txt, Given class: neg, Original Class: pos

File name: 9764_10.txt, Given class: pos, Original Class: pos

File name: 1684_8.txt, Given class: pos, Original Class: pos

File name: 542_7.txt, Given class: pos, Original Class: pos

File name: 6540_7.txt, Given class: pos, Original Class: pos

File name: 6026_8.txt, Given class: neg, Original Class: pos

File name: 8400_7.txt, Given class: neg, Original Class: pos

File name: 9893_8.txt, Given class: pos, Original Class: pos

File name: 6225_8.txt, Given class: neg, Original Class: pos

File name: 8856_10.txt, Given class: pos, Original Class: pos

File name: 4529_7.txt, Given class: pos, Original Class: pos

File name: 2461_7.txt, Given class: pos, Original Class: pos

File name: 1414_10.txt, Given class: pos, Original Class: pos

File name: 1537_10.txt, Given class: pos, Original Class: pos

File name: 1499_9.txt, Given class: pos, Original Class: pos

File name: 5842_10.txt, Given class: pos, Original Class: pos

File name: 5488_8.txt, Given class: pos, Original Class: pos

File name: 6468_8.txt, Given class: pos, Original Class: pos

File name: 2252_9.txt, Given class: pos, Original Class: pos

File name: 4834_7.txt, Given class: pos, Original Class: pos

File name: 9629_9.txt, Given class: pos, Original Class: pos

File name: 11039_8.txt, Given class: pos, Original Class: pos

File name: 3669_8.txt, Given class: neg, Original Class: pos

File name: 1985_10.txt, Given class: pos, Original Class: pos

File name: 6214_8.txt, Given class: pos, Original Class: pos

File name: 309_10.txt, Given class: pos, Original Class: pos

File name: 1717_10.txt, Given class: neg, Original Class: pos

File name: 10304_7.txt, Given class: pos, Original Class: pos

File name: 8080_7.txt, Given class: neg, Original Class: pos

File name: 8084_8.txt, Given class: pos, Original Class: pos

File name: 7248_7.txt, Given class: pos, Original Class: pos

File name: 10224_9.txt, Given class: neg, Original Class: pos

File name: 3223_7.txt, Given class: neg, Original Class: pos

File name: 11869_10.txt, Given class: pos, Original Class: pos

File name: 10541_8.txt, Given class: neg, Original Class: pos

File name: 6236_7.txt, Given class: neg, Original Class: pos

File name: 2049_10.txt, Given class: pos, Original Class: pos

File name: 1940_9.txt, Given class: pos, Original Class: pos

File name: 1634_7.txt, Given class: neg, Original Class: pos

File name: 9290_10.txt, Given class: neg, Original Class: pos

File name: 1471_10.txt, Given class: pos, Original Class: pos

File name: 8109_9.txt, Given class: pos, Original Class: pos

File name: 9700_9.txt, Given class: pos, Original Class: pos

File name: 6592_10.txt, Given class: pos, Original Class: pos

File name: 9674_9.txt, Given class: neg, Original Class: pos

File name: 432_10.txt, Given class: pos, Original Class: pos

File name: 7064_9.txt, Given class: pos, Original Class: pos

File name: 5563_10.txt, Given class: pos, Original Class: pos

File name: 10982_10.txt, Given class: neg, Original Class: pos

File name: 2159_7.txt, Given class: neg, Original Class: pos

File name: 1406_10.txt, Given class: pos, Original Class: pos

File name: 201_9.txt, Given class: pos, Original Class: pos

File name: 5605_10.txt, Given class: neg, Original Class: pos

File name: 5706_9.txt, Given class: pos, Original Class: pos

File name: 6180_10.txt, Given class: neg, Original Class: pos

File name: 543_8.txt, Given class: pos, Original Class: pos

File name: 2673_9.txt, Given class: neg, Original Class: pos

File name: 8542_9.txt, Given class: pos, Original Class: pos

File name: 15_10.txt, Given class: pos, Original Class: pos

File name: 2580_10.txt, Given class: pos, Original Class: pos

File name: 8720_7.txt, Given class: pos, Original Class: pos

File name: 7886_8.txt, Given class: pos, Original Class: pos

File name: 1827_10.txt, Given class: neg, Original Class: pos

File name: 10727_9.txt, Given class: pos, Original Class: pos

File name: 748_7.txt, Given class: pos, Original Class: pos

File name: 5094_10.txt, Given class: pos, Original Class: pos

File name: 2672_10.txt, Given class: pos, Original Class: pos

File name: 6715_7.txt, Given class: neg, Original Class: pos

File name: 6694_9.txt, Given class: pos, Original Class: pos

File name: 2488_9.txt, Given class: pos, Original Class: pos

File name: 12413_9.txt, Given class: neg, Original Class: pos

File name: 3286_7.txt, Given class: pos, Original Class: pos

File name: 9161_7.txt, Given class: neg, Original Class: pos

File name: 10884_9.txt, Given class: pos, Original Class: pos

File name: 1182_7.txt, Given class: pos, Original Class: pos

File name: 5722_9.txt, Given class: pos, Original Class: pos

File name: 283_8.txt, Given class: pos, Original Class: pos

File name: 11193_7.txt, Given class: neg, Original Class: pos

File name: 7127_10.txt, Given class: neg, Original Class: pos

File name: 11292_10.txt, Given class: neg, Original Class: pos

File name: 6348_8.txt, Given class: pos, Original Class: pos

File name: 1467_10.txt, Given class: pos, Original Class: pos

File name: 5271_10.txt, Given class: neg, Original Class: pos

File name: 7062_9.txt, Given class: pos, Original Class: pos

File name: 11667_8.txt, Given class: pos, Original Class: pos

File name: 5813_10.txt, Given class: pos, Original Class: pos

File name: 5119_7.txt, Given class: pos, Original Class: pos

File name: 308_9.txt, Given class: pos, Original Class: pos

File name: 8348_8.txt, Given class: neg, Original Class: pos

File name: 5167_10.txt, Given class: pos, Original Class: pos

File name: 8216_8.txt, Given class: pos, Original Class: pos

File name: 2202_8.txt, Given class: pos, Original Class: pos

File name: 10094_9.txt, Given class: pos, Original Class: pos

File name: 9536_9.txt, Given class: pos, Original Class: pos

File name: 305_10.txt, Given class: pos, Original Class: pos

File name: 2924_8.txt, Given class: pos, Original Class: pos

File name: 159_10.txt, Given class: pos, Original Class: pos

File name: 1352_7.txt, Given class: pos, Original Class: pos

File name: 65_7.txt, Given class: neg, Original Class: pos

File name: 835_8.txt, Given class: pos, Original Class: pos

File name: 11526_8.txt, Given class: neg, Original Class: pos

File name: 5160_10.txt, Given class: pos, Original Class: pos

File name: 6073_10.txt, Given class: pos, Original Class: pos

File name: 3752_10.txt, Given class: neg, Original Class: pos

File name: 12051_10.txt, Given class: neg, Original Class: pos

File name: 11470_10.txt, Given class: neg, Original Class: pos

File name: 1588_7.txt, Given class: pos, Original Class: pos

File name: 10483_8.txt, Given class: pos, Original Class: pos

File name: 11863_8.txt, Given class: pos, Original Class: pos

File name: 9650_7.txt, Given class: pos, Original Class: pos

File name: 8569_8.txt, Given class: pos, Original Class: pos

File name: 648_8.txt, Given class: pos, Original Class: pos

File name: 5146_7.txt, Given class: pos, Original Class: pos

File name: 12435_8.txt, Given class: pos, Original Class: pos

File name: 12083_10.txt, Given class: pos, Original Class: pos

File name: 1990_7.txt, Given class: pos, Original Class: pos

File name: 3297_10.txt, Given class: pos, Original Class: pos

File name: 2632_9.txt, Given class: pos, Original Class: pos

File name: 3700_10.txt, Given class: pos, Original Class: pos

File name: 1008_10.txt, Given class: neg, Original Class: pos

File name: 6031_9.txt, Given class: pos, Original Class: pos

File name: 10508_7.txt, Given class: pos, Original Class: pos

File name: 12074_10.txt, Given class: pos, Original Class: pos

File name: 2154_8.txt, Given class: pos, Original Class: pos

File name: 1580_8.txt, Given class: neg, Original Class: pos

File name: 3736_7.txt, Given class: pos, Original Class: pos

File name: 2155_10.txt, Given class: pos, Original Class: pos

File name: 5784_9.txt, Given class: pos, Original Class: pos

File name: 2407_10.txt, Given class: pos, Original Class: pos

File name: 10565_10.txt, Given class: pos, Original Class: pos

File name: 7598_8.txt, Given class: pos, Original Class: pos

File name: 10769_7.txt, Given class: neg, Original Class: pos

File name: 7123_10.txt, Given class: pos, Original Class: pos

File name: 3749_8.txt, Given class: pos, Original Class: pos

File name: 9471_10.txt, Given class: pos, Original Class: pos

File name: 3282_8.txt, Given class: pos, Original Class: pos

File name: 3011_7.txt, Given class: pos, Original Class: pos

File name: 358_9.txt, Given class: pos, Original Class: pos

File name: 5404_7.txt, Given class: pos, Original Class: pos

File name: 10439_8.txt, Given class: pos, Original Class: pos

File name: 11529_8.txt, Given class: pos, Original Class: pos

File name: 8758_10.txt, Given class: pos, Original Class: pos

File name: 1812_8.txt, Given class: pos, Original Class: pos

File name: 9544_7.txt, Given class: pos, Original Class: pos

File name: 11823_8.txt, Given class: pos, Original Class: pos

File name: 11595_9.txt, Given class: pos, Original Class: pos

File name: 5552_8.txt, Given class: pos, Original Class: pos

File name: 7635_7.txt, Given class: neg, Original Class: pos

File name: 3603_7.txt, Given class: pos, Original Class: pos

File name: 2091_10.txt, Given class: pos, Original Class: pos

File name: 9518_9.txt, Given class: pos, Original Class: pos

File name: 9744_10.txt, Given class: pos, Original Class: pos

File name: 12099_8.txt, Given class: pos, Original Class: pos

File name: 4751_7.txt, Given class: pos, Original Class: pos

File name: 9021_10.txt, Given class: pos, Original Class: pos

File name: 144_9.txt, Given class: pos, Original Class: pos

File name: 6888_10.txt, Given class: pos, Original Class: pos

File name: 3577_8.txt, Given class: pos, Original Class: pos

File name: 8202_7.txt, Given class: pos, Original Class: pos

File name: 2508_10.txt, Given class: pos, Original Class: pos

File name: 8684_8.txt, Given class: pos, Original Class: pos

File name: 6543_10.txt, Given class: neg, Original Class: pos

File name: 1893_8.txt, Given class: neg, Original Class: pos

File name: 10685_7.txt, Given class: neg, Original Class: pos

File name: 5655_10.txt, Given class: neg, Original Class: pos

File name: 1245_8.txt, Given class: pos, Original Class: pos

File name: 9007_8.txt, Given class: pos, Original Class: pos

File name: 12376_10.txt, Given class: neg, Original Class: pos

File name: 10843_10.txt, Given class: pos, Original Class: pos

File name: 11357_7.txt, Given class: neg, Original Class: pos

File name: 6821_7.txt, Given class: pos, Original Class: pos

File name: 1263_9.txt, Given class: pos, Original Class: pos

File name: 2078_10.txt, Given class: pos, Original Class: pos

File name: 8500_10.txt, Given class: pos, Original Class: pos

File name: 1944_9.txt, Given class: pos, Original Class: pos

File name: 6955_9.txt, Given class: pos, Original Class: pos

File name: 10125_8.txt, Given class: pos, Original Class: pos

File name: 3311_8.txt, Given class: pos, Original Class: pos

File name: 4804_7.txt, Given class: pos, Original Class: pos

File name: 12387_8.txt, Given class: pos, Original Class: pos

File name: 6205_9.txt, Given class: pos, Original Class: pos

File name: 2698_10.txt, Given class: pos, Original Class: pos

File name: 7868_8.txt, Given class: pos, Original Class: pos

File name: 9900_9.txt, Given class: pos, Original Class: pos

File name: 3704_8.txt, Given class: neg, Original Class: pos

File name: 1735_10.txt, Given class: pos, Original Class: pos

File name: 5780_9.txt, Given class: neg, Original Class: pos

File name: 4192_10.txt, Given class: pos, Original Class: pos

File name: 11055_9.txt, Given class: pos, Original Class: pos

File name: 6794_10.txt, Given class: pos, Original Class: pos

File name: 2150_9.txt, Given class: pos, Original Class: pos

File name: 11173_10.txt, Given class: neg, Original Class: pos

File name: 5481_10.txt, Given class: pos, Original Class: pos

File name: 1482_10.txt, Given class: pos, Original Class: pos

